kernel,rep,pipeline,pass,run_s
prange_saxpy,2,nopython,8_Rewrite dynamic raises,3e-06
prange_saxpy,2,nopython,9_make_function_op_code_to_jit_function,5e-06
prange_saxpy,2,nopython,10_inline_inlinables,1.4e-05
prange_saxpy,2,nopython,11_dead_branch_prune,2.6e-05
prange_saxpy,2,nopython,12_find_literally,6e-06
prange_saxpy,2,nopython,13_literal_unroll,5e-06
prange_saxpy,2,nopython,14_reconstruct_ssa,0.000243
prange_saxpy,2,nopython,15_dead_branch_prune,2.3e-05
prange_saxpy,2,nopython,16_LiteralPropagation,5e-06
prange_saxpy,2,nopython,17_nopython_type_inference,0.001671
prange_saxpy,2,nopython,18_strip_phis,0.000227
prange_saxpy,2,nopython,19_inline_overloads,8.3e-05
prange_saxpy,2,nopython,20_pre_parfor_pass,8.8e-05
prange_saxpy,2,nopython,21_nopython_rewrites,0.000457
prange_saxpy,2,nopython,22_parfor_pass,0.000951
prange_saxpy,2,nopython,23_parfor_fusion_pass,0.00139
prange_saxpy,2,nopython,24_parfor_prelowering_pass,0.000654
prange_saxpy,2,nopython,25_nopython_supported_feature_validation,1.1e-05
prange_saxpy,2,nopython,26_ir_legalization,0.000188
prange_saxpy,2,nopython,27_annotate_types,1.6e-05
prange_saxpy,2,nopython,28_native_parfor_lowering,0.104761
prange_saxpy,2,nopython,29_nopython_backend,1.6e-05
prange_saxpy,2,nopython,30_dump_parfor_diagnostics,1e-06
prange_saxpy,3,nopython,0_translate_bytecode,0.000633
prange_saxpy,3,nopython,1_fixup_args,1e-06
prange_saxpy,3,nopython,2_ir_processing,0.000157
prange_saxpy,3,nopython,3_with_lifting,2.8e-05
prange_saxpy,3,nopython,4_inline_closure_likes,0.000432
prange_saxpy,3,nopython,5_rewrite_semantic_constants,1.2e-05
prange_saxpy,3,nopython,6_dead_branch_prune,2.8e-05
prange_saxpy,3,nopython,7_generic_rewrites,0.000225
prange_saxpy,3,nopython,8_Rewrite dynamic raises,4e-06
prange_saxpy,3,nopython,9_make_function_op_code_to_jit_function,6e-06
prange_saxpy,3,nopython,10_inline_inlinables,1.5e-05
prange_saxpy,3,nopython,11_dead_branch_prune,2.5e-05
prange_saxpy,3,nopython,12_find_literally,7e-06
prange_saxpy,3,nopython,13_literal_unroll,5e-06
prange_saxpy,3,nopython,14_reconstruct_ssa,0.000231
prange_saxpy,3,nopython,15_dead_branch_prune,2.2e-05
prange_saxpy,3,nopython,16_LiteralPropagation,5e-06
prange_saxpy,3,nopython,17_nopython_type_inference,0.00167
prange_saxpy,3,nopython,18_strip_phis,0.000222
prange_saxpy,3,nopython,19_inline_overloads,8.2e-05
prange_saxpy,3,nopython,20_pre_parfor_pass,9e-05
prange_saxpy,3,nopython,21_nopython_rewrites,0.000465
prange_saxpy,3,nopython,22_parfor_pass,0.000951
prange_saxpy,3,nopython,23_parfor_fusion_pass,0.001409
prange_saxpy,3,nopython,24_parfor_prelowering_pass,0.000665
prange_saxpy,3,nopython,25_nopython_supported_feature_validation,1.1e-05
prange_saxpy,3,nopython,26_ir_legalization,0.0002
prange_saxpy,3,nopython,27_annotate_types,1.6e-05
prange_saxpy,3,nopython,28_native_parfor_lowering,0.106673
prange_saxpy,3,nopython,29_nopython_backend,1.6e-05
prange_saxpy,3,nopython,30_dump_parfor_diagnostics,1e-06
prange_saxpy,4,nopython,0_translate_bytecode,0.000625
prange_saxpy,4,nopython,1_fixup_args,1e-06
prange_saxpy,4,nopython,2_ir_processing,0.000163
prange_saxpy,4,nopython,3_with_lifting,3e-05
prange_saxpy,4,nopython,4_inline_closure_likes,0.00043
prange_saxpy,4,nopython,5_rewrite_semantic_constants,1.2e-05
prange_saxpy,4,nopython,6_dead_branch_prune,2.8e-05
prange_saxpy,4,nopython,7_generic_rewrites,0.000234
prange_saxpy,4,nopython,8_Rewrite dynamic raises,4e-06
prange_saxpy,4,nopython,9_make_function_op_code_to_jit_function,5e-06
prange_saxpy,4,nopython,10_inline_inlinables,1.4e-05
prange_saxpy,4,nopython,11_dead_branch_prune,2.4e-05
prange_saxpy,4,nopython,12_find_literally,7e-06
prange_saxpy,4,nopython,13_literal_unroll,5e-06
prange_saxpy,4,nopython,14_reconstruct_ssa,0.000242
prange_saxpy,4,nopython,15_dead_branch_prune,2.3e-05
prange_saxpy,4,nopython,16_LiteralPropagation,5e-06
prange_saxpy,4,nopython,17_nopython_type_inference,0.001696
prange_saxpy,4,nopython,18_strip_phis,0.000226
prange_saxpy,4,nopython,19_inline_overloads,8.2e-05
prange_saxpy,4,nopython,20_pre_parfor_pass,9.6e-05
prange_saxpy,4,nopython,21_nopython_rewrites,0.000456
prange_saxpy,4,nopython,22_parfor_pass,0.000954
prange_saxpy,4,nopython,23_parfor_fusion_pass,0.001419
prange_saxpy,4,nopython,24_parfor_prelowering_pass,0.000662
prange_saxpy,4,nopython,25_nopython_supported_feature_validation,1.1e-05
prange_saxpy,4,nopython,26_ir_legalization,0.000192
prange_saxpy,4,nopython,27_annotate_types,1.6e-05
prange_saxpy,4,nopython,28_native_parfor_lowering,0.104651
prange_saxpy,4,nopython,29_nopython_backend,1.6e-05
prange_saxpy,4,nopython,30_dump_parfor_diagnostics,2e-06
